Country,WeightPerCountry,WeightEurope,Gender,Question
Spain,1.01,1.23,Woman,Disagree
Netherlands,0.98,0.41,Man,Strongly disagree
Czech Republic,1.07,0.23,Man,Strongly disagree
USA,0.99,,Woman,Disagree
France,0.98,1.61,Woman,Disagree
Spain,0.97,1.18,Man,Disagree
Netherlands,1.02,0.43,Man,Strongly disagree
Spain,1.02,1.25,Woman,Disagree
Spain,1.02,1.25,Woman,Disagree
Netherlands,0.96,0.4,Woman,Agree
Austria,1,0.2,Woman,Disagree
USA,0.94,,Woman,Disagree
Australia,1.03,,Man,Agree
Romania,1.08,0.59,Woman,Strongly agree
Australia,0.99,,Man,Neither agree nor disagree
France,1.05,1.73,Man,Neither agree nor disagree
Netherlands,0.97,0.4,Woman,Strongly disagree
USA,1.08,,Man,Strongly agree
France,1,1.65,Woman,Neither agree nor disagree
France,1,1.65,Woman,Agree
USA,1.03,,Man,Strongly disagree
USA,1.03,,Man,Agree
USA,0.92,,Woman,Agree
France,0.99,1.63,Man,Strongly disagree
Austria,1.04,0.21,Woman,Strongly disagree
Netherlands,1,0.42,Man,Neither agree nor disagree
Romania,1.08,0.59,Woman,Neither agree nor disagree
USA,1.02,,Woman,Disagree
France,1,1.65,Woman,Neither agree nor disagree
Netherlands,0.96,0.4,Woman,Agree
USA,1.03,,Man,Neither agree nor disagree
USA,0.95,,Man,Agree
Romania,1.14,0.62,Man,Disagree
Romania,1.08,0.59,Woman,Strongly agree
USA,1.02,,Woman,Agree
Netherlands,1.1,0.46,Man,Neither agree nor disagree
France,1.05,1.73,Man,Agree
Luxembourg,1.09,0.02,Woman,Neither agree nor disagree
France,0.97,1.6,Man,Disagree
Austria,1,0.2,Woman,Strongly disagree
France,1.18,1.95,Man,Agree
Poland,1.03,1.04,Man,Disagree
Austria,1.02,0.2,Woman,Strongly disagree
Luxembourg,1.62,0.03,Woman,Disagree
Romania,1.14,0.62,Man,Agree
USA,0.95,,Man,Agree
Turkey,2.11,3.56,Woman,Agree
France,0.99,1.63,Man,Disagree
France,0.97,1.6,Man,Strongly agree
France,1.31,2.16,Man,Agree
Romania,1.14,0.62,Man,Neither agree nor disagree
Netherlands,1,0.42,Man,Agree
USA,1.03,,Man,Agree
Netherlands,0.98,0.41,Man,Strongly disagree
Austria,1.02,0.2,Woman,Disagree
France,0.98,1.61,Woman,Disagree
Romania,1.08,0.59,Woman,Neither agree nor disagree
Czech Republic,1.07,0.23,Man,Disagree
France,0.97,1.6,Man,Agree
Luxembourg,1.01,0.02,Man,Strongly disagree
USA,1.03,,Man,Agree
France,0.98,1.61,Woman,Strongly agree
Luxembourg,1.1,0.02,Woman,Disagree
France,1.03,1.7,Man,Strongly agree
France,0.97,1.6,Man,Neither agree nor disagree
USA,1.02,,Man,Neither agree nor disagree
Italy,1.05,1.69,Woman,Agree
Austria,1.04,0.21,Man,Strongly disagree
Poland,1.02,1.03,Woman,Agree
Austria,1.02,0.2,Woman,Strongly disagree
Turkey,0.99,1.66,Man,Neither agree nor disagree
USA,0.97,,Man,Disagree
USA,1.05,,Man,Strongly agree
Romania,1.14,0.62,Man,Agree
Luxembourg,1.32,0.03,Man,Disagree
Luxembourg,1.18,0.02,Woman,Disagree
Austria,1.02,0.2,Woman,Neither agree nor disagree
USA,1.05,,Man,Agree
Netherlands,0.97,0.4,Woman,Strongly disagree
Luxembourg,1.19,0.03,Man,Neither agree nor disagree
USA,1.05,,Man,Disagree
Italy,1.05,1.69,Woman,Disagree
Poland,1.02,1.03,Woman,Neither agree nor disagree
Italy,1.05,1.69,Woman,Neither agree nor disagree
Netherlands,0.95,0.4,Woman,Strongly disagree
Luxembourg,1.78,0.04,Woman,Neither agree nor disagree
Italy,1.05,1.69,Woman,Strongly disagree
Netherlands,1.03,0.43,Man,Strongly disagree
France,1.03,1.7,Man,Agree
France,0.98,1.61,Woman,Agree
Czech Republic,1.07,0.23,Man,Agree
France,1.18,1.95,Man,Strongly agree
France,0.98,1.61,Woman,Agree
USA,1.08,,Man,Neither agree nor disagree
USA,1.16,,Man,Neither agree nor disagree
USA,1.07,,Man,Disagree
Spain,1.01,1.23,Woman,Agree
France,1.1,1.82,Woman,Agree
Spain,0.99,1.21,Man,Agree
France,0.98,1.61,Woman,Agree
Luxembourg,1.78,0.04,Woman,Neither agree nor disagree
USA,0.97,,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Neither agree nor disagree
Netherlands,0.97,0.4,Man,Neither agree nor disagree
Netherlands,0.98,0.41,Man,Strongly disagree
France,0.98,1.61,Woman,Strongly disagree
Netherlands,0.96,0.4,Woman,Strongly disagree
Netherlands,0.96,0.4,Woman,Strongly disagree
Netherlands,0.96,0.4,Woman,Disagree
Netherlands,0.96,0.4,Woman,Agree
USA,1.03,,Man,Agree
Spain,0.99,1.21,Man,Disagree
France,0.97,1.6,Man,Disagree
Netherlands,1.02,0.43,Man,Agree
Netherlands,0.95,0.4,Woman,Agree
Australia,0.99,,Woman,Neither agree nor disagree
Italy,1.05,1.69,Woman,Strongly disagree
Netherlands,0.95,0.4,Woman,Strongly agree
Netherlands,0.95,0.4,Woman,Neither agree nor disagree
France,0.98,1.61,Woman,Neither agree nor disagree
France,0.99,1.63,Man,Disagree
Netherlands,0.96,0.4,Woman,Agree
Australia,0.99,,Woman,Strongly disagree
Netherlands,1.08,0.45,Man,Neither agree nor disagree
Romania,1.08,0.59,Woman,Neither agree nor disagree
Italy,1.05,1.69,Woman,Strongly disagree
Romania,1.14,0.62,Man,Neither agree nor disagree
France,0.97,1.6,Man,Agree
Czech Republic,1.07,0.23,Man,Strongly agree
Poland,1.03,1.04,Man,Strongly disagree
France,0.98,1.61,Woman,Disagree
France,0.98,1.61,Woman,Agree
Italy,1.05,1.69,Woman,Strongly agree
Poland,1.03,1.04,Man,Agree
France,0.97,1.6,Man,Agree
Turkey,0.99,1.66,Man,Agree
USA,0.99,,Man,Agree
France,1.03,1.7,Man,Agree
Romania,1.14,0.62,Man,Neither agree nor disagree
Turkey,0.99,1.66,Man,Neither agree nor disagree
Italy,1.05,1.69,Woman,Neither agree nor disagree
France,1.16,1.91,Man,Agree
Poland,1.02,1.03,Woman,Strongly disagree
Austria,1.02,0.2,Woman,Strongly disagree
Luxembourg,2.04,0.04,Man,Neither agree nor disagree
USA,0.95,,Man,Strongly disagree
Poland,1.02,1.03,Woman,Agree
Austria,1.11,0.22,Man,Strongly disagree
Luxembourg,1.18,0.02,Woman,Agree
Netherlands,1.02,0.43,Man,Neither agree nor disagree
France,1.16,1.91,Man,Disagree
Italy,1.05,1.69,Woman,Strongly disagree
France,0.98,1.61,Woman,Disagree
France,0.98,1.61,Woman,Agree
Austria,1.11,0.22,Man,Disagree
Italy,1.05,1.69,Woman,Neither agree nor disagree
Poland,1.03,1.04,Man,Agree
Austria,1.02,0.2,Woman,Disagree
Austria,1.04,0.21,Woman,Neither agree nor disagree
USA,1.05,,Man,Neither agree nor disagree
Luxembourg,1,0.02,Man,Agree
USA,1.08,,Man,Agree
Italy,1.05,1.69,Woman,Strongly agree
USA,1.05,,Man,Neither agree nor disagree
Luxembourg,1.43,0.03,Man,Strongly disagree
USA,1.07,,Man,Agree
Netherlands,1.03,0.43,Man,Agree
France,0.98,1.61,Woman,Disagree
Austria,1,0.2,Woman,Disagree
France,0.97,1.6,Man,Disagree
Czech Republic,1.08,0.23,Man,Agree
France,0.98,1.61,Woman,Neither agree nor disagree
Luxembourg,1.09,0.02,Woman,Neither agree nor disagree
Romania,1.14,0.62,Man,Agree
France,0.98,1.61,Woman,Agree
USA,1.07,,Man,Neither agree nor disagree
France,0.97,1.6,Man,Strongly disagree
Romania,1.08,0.59,Woman,Neither agree nor disagree
France,0.98,1.61,Woman,Strongly disagree
Italy,1.05,1.69,Woman,Agree
France,0.98,1.61,Woman,Strongly agree
USA,1.07,,Man,Disagree
Poland,0.96,0.97,Man,Strongly agree
Netherlands,1.02,0.43,Man,Neither agree nor disagree
Poland,0.96,0.97,Man,Agree
Luxembourg,1.77,0.04,Woman,Neither agree nor disagree
Netherlands,1.02,0.43,Man,Disagree
Austria,1.02,0.2,Woman,Neither agree nor disagree
Poland,1.02,1.03,Woman,Agree
Italy,1.05,1.69,Woman,Disagree
Poland,0.96,0.97,Man,Strongly disagree
Poland,0.96,0.97,Man,Disagree
Luxembourg,1.19,0.03,Man,Disagree
Turkey,0.99,1.66,Man,Strongly disagree
USA,1.05,,Man,Agree
Italy,1.05,1.69,Woman,Agree
Spain,0.98,1.19,Woman,Strongly agree
Italy,1.05,1.69,Woman,Disagree
Netherlands,1.02,0.43,Man,Agree
Netherlands,1.02,0.43,Man,Agree
USA,1.05,,Man,Strongly disagree
Italy,1.05,1.69,Woman,Neither agree nor disagree
Italy,1.05,1.69,Woman,Neither agree nor disagree
Luxembourg,1.18,0.02,Woman,Agree
Netherlands,1.02,0.43,Man,Agree
USA,1.02,,Man,Strongly disagree
France,0.98,1.61,Woman,Strongly disagree
France,0.98,1.61,Woman,Neither agree nor disagree
Poland,0.96,0.97,Man,Disagree
Luxembourg,1.77,0.04,Woman,Strongly disagree
Austria,1.11,0.22,Man,Disagree
France,1,1.65,Woman,Disagree
Italy,1.05,1.69,Woman,Neither agree nor disagree
Luxembourg,1.19,0.03,Man,Disagree
USA,1.02,,Man,Neither agree nor disagree
France,0.98,1.61,Woman,Disagree
USA,1.02,,Man,Disagree
Spain,0.98,1.19,Woman,Strongly disagree
USA,1.02,,Man,Disagree
USA,1.02,,Man,Disagree
Italy,1.05,1.69,Woman,Agree
Luxembourg,1.2,0.03,Man,Neither agree nor disagree
Romania,1.14,0.62,Man,Disagree
Luxembourg,1.62,0.03,Woman,Strongly disagree
Luxembourg,1.18,0.02,Woman,Disagree
Austria,1.04,0.21,Woman,Neither agree nor disagree
Romania,1.14,0.62,Man,Neither agree nor disagree
Austria,1.02,0.2,Woman,Disagree
France,1.28,2.11,Man,Disagree
France,1.31,2.16,Man,Agree
Australia,1.02,,Man,Disagree
Austria,1.04,0.21,Woman,Neither agree nor disagree
Luxembourg,1.77,0.04,Woman,Strongly agree
Spain,0.99,1.21,Man,Strongly agree
Spain,0.96,1.17,Woman,Strongly disagree
Spain,0.96,1.17,Woman,Strongly agree
Austria,1.11,0.22,Man,Agree
Turkey,2.11,3.56,Woman,Agree
Romania,1.14,0.62,Man,Agree
Luxembourg,1.19,0.03,Man,Neither agree nor disagree
Netherlands,1.02,0.43,Man,Neither agree nor disagree
Spain,0.99,1.21,Man,Disagree
Spain,0.97,1.18,Man,Disagree
France,0.98,1.61,Woman,Neither agree nor disagree
Turkey,0.99,1.66,Man,Agree
Poland,0.96,0.97,Man,Agree
Poland,1.02,1.03,Woman,Agree
Turkey,0.99,1.66,Man,Neither agree nor disagree
Luxembourg,1.8,0.04,Man,Agree
Luxembourg,1.81,0.04,Man,Disagree
Luxembourg,1.09,0.02,Woman,Disagree
Turkey,1.08,1.81,Woman,Disagree
Luxembourg,1.64,0.03,Man,Disagree
Turkey,0.99,1.66,Man,Neither agree nor disagree
Luxembourg,1.43,0.03,Man,Disagree
Luxembourg,1.33,0.03,Man,Disagree
Turkey,0.99,1.66,Man,Strongly agree
Turkey,2.11,3.56,Woman,Agree
Turkey,2.11,3.56,Woman,Strongly disagree
Turkey,2.11,3.56,Woman,Neither agree nor disagree
Turkey,2.11,3.56,Woman,Strongly disagree
Luxembourg,1.66,0.03,Man,Strongly disagree
Luxembourg,1.19,0.03,Man,Agree
Romania,1.08,0.59,Woman,Strongly agree
Luxembourg,1.2,0.03,Man,Strongly disagree
Turkey,0.99,1.66,Man,Strongly disagree
Luxembourg,1.43,0.03,Man,Disagree
Turkey,0.99,1.66,Man,Disagree
Luxembourg,1.86,0.04,Man,Neither agree nor disagree
Luxembourg,1,0.02,Man,Neither agree nor disagree
Luxembourg,1.95,0.04,Man,Disagree
Luxembourg,1.92,0.04,Woman,Strongly disagree
Turkey,2.11,3.56,Woman,Agree
Luxembourg,1.38,0.03,Woman,Neither agree nor disagree
Turkey,0.99,1.66,Man,Strongly disagree
Luxembourg,2.21,0.05,Man,Strongly agree
Poland,1.02,1.03,Woman,Agree
Luxembourg,1,0.02,Man,Disagree
Austria,1.04,0.21,Man,Disagree
Turkey,2.11,3.56,Woman,Agree
Poland,1.02,1.03,Woman,Agree
Turkey,0.99,1.66,Man,Agree
Turkey,0.99,1.66,Man,Strongly disagree
Luxembourg,1,0.02,Woman,Disagree
Turkey,2.11,3.56,Woman,Agree
Luxembourg,1.39,0.03,Woman,Strongly agree
Romania,1.08,0.59,Woman,Strongly agree
Turkey,0.99,1.66,Man,Agree
Turkey,0.99,1.66,Man,Strongly agree
Romania,1.08,0.59,Woman,Disagree
Turkey,0.99,1.66,Man,Agree
Turkey,2.11,3.56,Woman,Agree
Luxembourg,1.91,0.04,Woman,Neither agree nor disagree
Poland,1.02,1.03,Woman,Agree
Poland,1.02,1.03,Woman,Agree
Turkey,2.11,3.56,Woman,Disagree
Turkey,2.11,3.56,Woman,Disagree
Turkey,2.11,3.56,Woman,Strongly disagree
Poland,1.02,1.03,Woman,Disagree
Turkey,2.11,3.56,Woman,Strongly disagree
Turkey,0.99,1.66,Man,Disagree
Romania,1.08,0.59,Woman,Disagree
Romania,1.08,0.59,Woman,Strongly agree
Turkey,2.11,3.56,Woman,Disagree
United Kingdom,1.02,1.6,Woman,Neither agree nor disagree
United Kingdom,0.96,1.51,Woman,Disagree
United Kingdom,0.97,1.52,Woman,Agree
United Kingdom,1.02,1.59,Man,Strongly disagree
United Kingdom,1.12,1.76,Man,Strongly disagree
United Kingdom,1.13,1.77,Woman,Strongly disagree
United Kingdom,0.97,1.52,Man,Disagree
United Kingdom,0.98,1.54,Woman,Disagree
United Kingdom,1.05,1.65,Woman,Agree
United Kingdom,1.04,1.63,Woman,Disagree
United Kingdom,0.96,1.51,Woman,Agree
United Kingdom,0.94,1.48,Woman,Neither agree nor disagree
United Kingdom,1.02,1.59,Man,Disagree
United Kingdom,0.96,1.5,Man,Strongly disagree
United Kingdom,0.99,1.56,Woman,Neither agree nor disagree
United Kingdom,1.12,1.76,Man,Strongly disagree
United Kingdom,0.97,1.52,Man,Agree
United Kingdom,0.97,1.52,Man,Disagree
United Kingdom,0.96,1.5,Man,Neither agree nor disagree
United Kingdom,1.15,1.8,Woman,Agree
United Kingdom,0.94,1.47,Man,Neither agree nor disagree
United Kingdom,0.93,1.46,Man,Disagree
United Kingdom,0.94,1.47,Man,Strongly disagree
United Kingdom,0.97,1.52,Man,Disagree
United Kingdom,1.02,1.6,Woman,Agree
United Kingdom,0.93,1.46,Man,Agree
United Kingdom,1.04,1.63,Woman,Strongly agree
United Kingdom,0.97,1.52,Man,Disagree
United Kingdom,1.02,1.6,Woman,Strongly disagree
United Kingdom,1.13,1.77,Woman,Neither agree nor disagree
United Kingdom,0.97,1.52,Man,Agree
United Kingdom,1.03,1.61,Woman,Agree
United Kingdom,0.94,1.47,Man,Strongly disagree
United Kingdom,0.97,1.52,Man,Strongly disagree
United Kingdom,0.99,1.55,Woman,Agree
United Kingdom,1.12,1.76,Man,Strongly disagree
United Kingdom,1.13,1.77,Woman,Neither agree nor disagree
United Kingdom,0.94,1.48,Woman,Disagree
United Kingdom,1.06,1.66,Man,Strongly disagree
United Kingdom,1.13,1.77,Woman,Disagree
United Kingdom,0.97,1.52,Man,Strongly disagree
United Kingdom,0.94,1.48,Woman,Agree
United Kingdom,0.96,1.51,Woman,Disagree
United Kingdom,0.91,1.43,Man,Disagree
United Kingdom,0.97,1.52,Man,Strongly disagree
United Kingdom,0.96,1.51,Man,Neither agree nor disagree
United Kingdom,1.09,1.7,Woman,Strongly agree
United Kingdom,0.98,1.53,Woman,Neither agree nor disagree
United Kingdom,0.94,1.47,Woman,Disagree
United Kingdom,0.96,1.5,Man,Disagree
United Kingdom,1.09,1.7,Woman,Strongly agree
United Kingdom,1.02,1.6,Woman,Neither agree nor disagree
United Kingdom,0.94,1.48,Woman,Neither agree nor disagree
United Kingdom,1.02,1.59,Man,Neither agree nor disagree
United Kingdom,0.97,1.52,Man,Strongly disagree
United Kingdom,0.98,1.53,Woman,Strongly disagree
United Kingdom,0.99,1.55,Woman,Disagree
United Kingdom,0.99,1.56,Woman,Strongly agree
United Kingdom,0.97,1.52,Man,Neither agree nor disagree
United Kingdom,0.94,1.47,Woman,Strongly disagree
United Kingdom,0.97,1.52,Man,Disagree
United Kingdom,1.09,1.7,Woman,Strongly agree
United Kingdom,0.98,1.53,Woman,Strongly disagree
United Kingdom,0.97,1.52,Man,Strongly disagree
United Kingdom,1.09,1.7,Woman,Strongly agree
United Kingdom,0.94,1.47,Man,Strongly disagree
United Kingdom,0.96,1.5,Man,Neither agree nor disagree
United Kingdom,0.97,1.52,Man,Disagree
United Kingdom,0.99,1.56,Woman,Strongly disagree
United Kingdom,0.99,1.55,Woman,Neither agree nor disagree
United Kingdom,1.12,1.76,Man,Strongly disagree
United Kingdom,0.92,1.43,Man,Disagree
United Kingdom,1.06,1.66,Man,Agree
United Kingdom,0.94,1.47,Man,Strongly disagree
United Kingdom,0.97,1.52,Man,Disagree
United Kingdom,0.97,1.52,Man,Disagree
United Kingdom,1.26,1.98,Woman,Agree
United Kingdom,0.96,1.51,Woman,Neither agree nor disagree
United Kingdom,1.03,1.61,Woman,Disagree
United Kingdom,0.96,1.5,Man,Disagree
United Kingdom,0.99,1.55,Woman,Agree
United Kingdom,1.04,1.63,Woman,Disagree
United Kingdom,0.94,1.48,Woman,Strongly disagree
United Kingdom,1.02,1.6,Woman,Strongly disagree
United Kingdom,1.02,1.59,Man,Strongly disagree
United Kingdom,0.96,1.51,Woman,Agree
United Kingdom,1.03,1.61,Woman,Strongly agree
United Kingdom,0.94,1.48,Woman,Agree
United Kingdom,0.95,1.48,Woman,Neither agree nor disagree
United Kingdom,0.94,1.48,Woman,Agree
United Kingdom,0.95,1.48,Woman,Agree
United Kingdom,1.04,1.63,Woman,Agree
United Kingdom,0.97,1.52,Man,Strongly disagree
United Kingdom,0.91,1.43,Man,Strongly disagree
United Kingdom,0.94,1.48,Woman,Agree
United Kingdom,1.03,1.62,Man,Agree
United Kingdom,1.02,1.6,Woman,Strongly disagree
United Kingdom,0.94,1.47,Man,Strongly disagree
United Kingdom,0.94,1.48,Woman,Strongly disagree
United Kingdom,0.98,1.53,Woman,Disagree
United Kingdom,0.97,1.52,Man,Strongly disagree
United Kingdom,0.95,1.48,Woman,Strongly agree
United Kingdom,0.95,1.48,Woman,Agree
United Kingdom,1.13,1.77,Woman,Neither agree nor disagree
United Kingdom,1.02,1.59,Man,Strongly disagree
United Kingdom,0.98,1.53,Woman,Disagree
United Kingdom,1.02,1.6,Woman,Strongly disagree
United Kingdom,0.94,1.48,Woman,Strongly agree
United Kingdom,1.14,1.78,Woman,Agree
United Kingdom,0.96,1.5,Man,Strongly agree
United Kingdom,0.98,1.53,Woman,Disagree
United Kingdom,1.14,1.78,Woman,Neither agree nor disagree
United Kingdom,0.94,1.48,Woman,Strongly disagree
United Kingdom,1.06,1.66,Man,Agree
United Kingdom,0.95,1.48,Woman,Agree
United Kingdom,0.98,1.53,Woman,Disagree
United Kingdom,0.98,1.53,Woman,Disagree
United Kingdom,0.94,1.48,Woman,Strongly disagree
United Kingdom,1.14,1.78,Woman,Strongly agree
United Kingdom,1.02,1.6,Woman,Disagree
United Kingdom,0.99,1.56,Woman,Strongly disagree
United Kingdom,0.94,1.47,Woman,Agree
United Kingdom,0.98,1.53,Woman,Strongly disagree
United Kingdom,0.96,1.51,Woman,Agree
United Kingdom,1.02,1.6,Woman,Neither agree nor disagree
United Kingdom,0.99,1.55,Woman,Agree
United Kingdom,0.94,1.48,Woman,Strongly agree
United Kingdom,1.02,1.6,Woman,Disagree
United Kingdom,1.02,1.6,Woman,Strongly disagree
United Kingdom,1.14,1.78,Woman,Agree
United Kingdom,0.98,1.53,Woman,Strongly disagree
United Kingdom,1.13,1.77,Woman,Neither agree nor disagree
United Kingdom,0.98,1.53,Woman,Neither agree nor disagree
United Kingdom,0.98,1.54,Woman,Disagree
United Kingdom,0.94,1.48,Woman,Disagree
United Kingdom,1.02,1.6,Woman,Strongly disagree
United Kingdom,1.15,1.8,Woman,Agree
United Kingdom,1.15,1.8,Woman,Strongly disagree
United Kingdom,1.14,1.78,Woman,Strongly agree
United Kingdom,1.1,1.73,Woman,Agree
United Kingdom,0.96,1.5,Man,Strongly disagree
United Kingdom,1.03,1.62,Man,Disagree
United Kingdom,1.03,1.61,Woman,Neither agree nor disagree
Turkey,0.99,1.66,Man,Agree
United Kingdom,0.95,1.48,Woman,Strongly disagree
United Kingdom,1.03,1.61,Woman,Disagree
United Kingdom,0.92,1.44,Woman,Neither agree nor disagree
United Kingdom,0.89,1.39,Man,Disagree
United Kingdom,0.93,1.45,Man,Strongly disagree
United Kingdom,1.06,1.66,Man,Disagree
United Kingdom,0.89,1.39,Man,Neither agree nor disagree
United Kingdom,0.93,1.45,Man,Agree
United Kingdom,0.89,1.39,Man,Disagree
Turkey,2.11,3.56,Woman,Strongly disagree
Turkey,0.99,1.66,Man,Strongly disagree
Turkey,0.99,1.66,Man,Disagree
United Kingdom,0.95,1.49,Woman,Agree
United Kingdom,0.95,1.49,Woman,Agree
United Kingdom,0.95,1.49,Woman,Neither agree nor disagree
Turkey,0.99,1.66,Man,Agree
United Kingdom,0.91,1.43,Woman,Agree
United Kingdom,0.97,1.51,Woman,Agree
United Kingdom,0.91,1.43,Man,Disagree
United Kingdom,0.95,1.48,Man,Agree
United Kingdom,0.93,1.45,Man,Disagree
United Kingdom,1.1,1.73,Woman,Neither agree nor disagree
United Kingdom,0.96,1.5,Man,Agree
United Kingdom,0.95,1.49,Woman,Strongly disagree
United Kingdom,0.91,1.43,Man,Strongly disagree
United Kingdom,0.96,1.5,Man,Strongly disagree
United Kingdom,0.91,1.43,Man,Disagree
United Kingdom,0.89,1.39,Man,Neither agree nor disagree
United Kingdom,0.89,1.39,Man,Neither agree nor disagree
United Kingdom,1.06,1.66,Man,Disagree
United Kingdom,0.93,1.45,Man,Disagree
Turkey,2.11,3.56,Woman,Strongly agree
United Kingdom,1.3,2.04,Man,Agree
United Kingdom,1.11,1.74,Man,Disagree
United Kingdom,1.3,2.04,Man,Agree
Turkey,0.99,1.66,Man,Disagree
United Kingdom,1.3,2.04,Man,Agree
United Kingdom,0.93,1.45,Man,Strongly agree
United Kingdom,1.3,2.04,Man,Agree
United Kingdom,0.96,1.5,Man,Disagree
United Kingdom,1.3,2.04,Man,Agree
United Kingdom,0.96,1.5,Man,Neither agree nor disagree
Turkey,0.99,1.66,Man,Neither agree nor disagree
United Kingdom,0.96,1.5,Man,Neither agree nor disagree
Turkey,2.11,3.56,Woman,Disagree
United Kingdom,0.96,1.5,Man,Neither agree nor disagree
United Kingdom,1.11,1.74,Man,Strongly agree
United Kingdom,0.96,1.5,Man,Agree
United Kingdom,1.3,2.04,Man,Agree
Turkey,0.99,1.66,Man,Neither agree nor disagree
Turkey,0.99,1.66,Man,Agree
Turkey,2.11,3.56,Woman,Disagree
United Kingdom,0.97,1.53,Man,Agree
United Kingdom,0.91,1.43,Man,Strongly disagree
Turkey,0.99,1.66,Man,Agree
United Kingdom,0.95,1.49,Woman,Agree
Turkey,2.11,3.56,Woman,Disagree
Turkey,2.11,3.56,Woman,Agree
United Kingdom,1.3,2.04,Man,Disagree
Turkey,0.99,1.66,Man,Strongly agree
Turkey,0.94,1.59,Man,Strongly agree
Turkey,1.02,1.71,Man,Strongly agree
United Kingdom,0.96,1.5,Man,Disagree
United Kingdom,1.3,2.04,Man,Agree
Belgium,0.95,0.26,Woman,Strongly disagree
Italy,0.99,1.61,Man,Agree
Belgium,0.96,0.26,Woman,Disagree
Belgium,0.94,0.26,Man,Disagree
Italy,0.99,1.6,Man,Neither agree nor disagree
Italy,0.98,1.59,Man,Neither agree nor disagree
Belgium,0.9,0.25,Woman,Agree
Italy,1,1.62,Man,Strongly disagree
Turkey,0.94,1.59,Man,Disagree
Belgium,0.96,0.26,Man,Disagree
Turkey,0.94,1.59,Man,Neither agree nor disagree
Belgium,0.96,0.26,Man,Disagree
Turkey,0.89,1.5,Woman,Agree
Belgium,0.95,0.26,Woman,Disagree
Belgium,0.9,0.25,Woman,Disagree
Turkey,1.02,1.71,Man,Strongly agree
United Kingdom,0.91,1.43,Man,Agree
United Kingdom,1.06,1.66,Man,Disagree
Italy,0.94,1.52,Man,Agree
Italy,0.97,1.58,Man,Strongly disagree
Italy,0.94,1.52,Man,Strongly agree
Belgium,0.92,0.25,Woman,Neither agree nor disagree
Turkey,0.89,1.5,Woman,Agree
Belgium,0.88,0.24,Man,Neither agree nor disagree
Turkey,1.08,1.81,Woman,Strongly agree
Turkey,0.89,1.5,Woman,Disagree
Netherlands,1.04,0.44,Man,Strongly disagree
Belgium,0.9,0.25,Woman,Disagree
Netherlands,1.07,0.45,Man,Disagree
Turkey,0.89,1.51,Man,Neither agree nor disagree
Belgium,1.01,0.28,Woman,Agree
Italy,0.89,1.44,Man,Disagree
Spain,0.98,1.2,Man,Disagree
Turkey,0.89,1.5,Woman,Disagree
Italy,0.99,1.6,Man,Neither agree nor disagree
Germany,0.85,1.89,Man,Agree
Belgium,0.88,0.24,Man,Agree
Belgium,1.07,0.29,Woman,Agree
Turkey,0.89,1.51,Man,Agree
Belgium,0.92,0.25,Woman,Agree
Italy,0.95,1.53,Man,Disagree
Belgium,1.06,0.29,Man,Neither agree nor disagree
United Kingdom,1,1.56,Woman,Strongly agree
Italy,0.94,1.52,Man,Strongly agree
